,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,Limited Edition,Lupercalia: Box of Chocolates,"White Chocolate, Marshmallow, Honey, and Goat's Milk",,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,A Source of Sexual Knowledge to Individuals and Couples,Green tea and honey with a touch of wasabi,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Adventure with Bandits in a Kago,"Nectarine and pearl peach, white frankincense, and gardenia",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,An Interlude After Sake,"Fir needle and white tea with crushed fresh ginger, white amber, apricot and oakmoss",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Beneath the Kotatsu,"Cedarwood, orange blossom, Florentien iris, and golden vanilla",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Cave of Treasures,"Sweet amber and golden honey, cream accord, blue lilac, and a drop of cardamom.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Consoling Pussy of Horse Face Mountain,"Tuberose incense, blue wisteria, and oakmoss.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Delightful Visitor Among the Haystacks,Chrysanthemum incense and red carnation,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Diligent Instruction for the Bridal Night,Sugar dusted strawberries and mallow blossoms,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Entertaining the Heian Court Maiden,Honey oudh and bourbon vanilla,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Enthusiastic Afternoon Liaison,"White sandalwood, sweet incense, cypress, ambrette seed, champaca, and lotus pods.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Festival Orgy,"Soft mosses, lotus petals, bamboo wood, ylang ylang, and vanilla sandalwood.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Flickering Lantern,"Beeswax, tobacco leaf, a whiff of smoke, and purple rose petals.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Grappling Octopus,"Green tea and honey with orange peel, hay absolute, bergamot, and cypress.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Hoiru,"Bourbon vanilla and suede leather, tonka and patchouli, pale amber and blackened tea leaf, coconut husk and cashmere.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Improvisation,"White tea, fig, honey, and sweet olive.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Jinbari Nyudo Bobo Dokisu,"Blueberry musk, lotus, and green tea.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Karikkotsu,"White oud and white sandalwood, iris pallida, blonde woods, and pink pepper.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Keichu Nyoetsu Warai Dogu,"Proceeds from this blend will be donated to Planned Parenthood. Golden sandalwood, soft leather, champaca resin, and coconut.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Kitten with Shamisen Daydreams of a Phallus Palanquin,"Rice milk, white musk, and pear.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Lovers Embrace Under a Cock Kimono,"Amber and balsam peru with patchouli, blood orange, and rose geranium.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,Maiko with Hair Unbound,"Goat’s milk, coconut, rice milk, honey carnation, and sugar.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Novel Ideas for Secret Amusements,The Midnight Reunion with His Lost Wife,"Hinoki wood, grave moss, vetiver, and cypress.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Pleasures of the Imagination,I,"Black amber, leather, and myrrh.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Pleasures of the Imagination,II,"White tobacco, leather, and white sandalwood.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Pleasures of the Imagination,III,"Turkish tobacco, black leather, cinnamon, benzoin, and smoked honey.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Pleasures of the Imagination,IV,"White tea blossom, jasmine sambac, white musk, and leather.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: Pleasures of the Imagination,V,"Black leather, red sandalwood, orris root, tobacco absolute, oakmoss, and sweet patchouli.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,A Un Diner D'Athees,"White lavender and ambrette seed, grey patchouli, rum absolute, and vetiver.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Dans Les Coulisses,"Red musk, orris root, and bergamot with blackcurrant, pink pepper, and red leather accord.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Danse de la Mort,"White sandalwood, opium tar, tobacco leaf, and white amber.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Detritus Humain,"Sweet red vetiver, 13-year aged patchouli, mahogany oudh, and shadow musk.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Die Begierde,"Pink rose petals, rose water, sugared carnation, and white cognac.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Effronterie,White flowers and brittle white musk with a streak of pomegranate.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Etude de Deshabille,"Black amber, 7-year aged patchouli, cashmeran, and tobacco leaf.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Faun,"Scattered leaves, fir needle, and thick honey musk.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Humanite,"Tuberose, white peach, orange blossom, lemon peel, and caramelized vanilla.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Initiation Sentimentale,"Wisteria and white sandalwood with lilac, white tea, champaca, black pepper, benzoin, and white clove.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,L'Idole,"Golden amber, juniper berry, white sage, leather, cardamom, and black pepper.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,La Dame au Cochon,"White tobacco and apple, white musk and angelica, immortelle and terebinth, juniper and violet leaf.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,La Pierreuse,Deep red roses stained by tobacco.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,La Prostitution et la Folie Dominent le Monde,"Sweet cream vanilla, white sugar, jasmine blossom, and a drop of star anise.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,La Tentation,Honeyed patchouli and apple musk with a sliver of white fig.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Le Dessous de Cartes D'Une Partie de Whist,"Absinthe, white clove, and patchouli.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Le Miroir de la Coquetterie,"Honeyed vanilla and jasmine petals dirtied by labdanum, patchouli, and vetiver.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Le Rideau Cramoisi,"Honeyed leather and tonka with clove, champaca musk, and opium tar.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Le Vice Supreme,"Leather and a splash of gin, whiskey swirled tobacco, rose petals, and bourbon vanilla.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Les Demons Froids,"Benzoin and white juniper with dark musk, tobacco, nag champa, and oudh.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Les Incubes et des Succubes,"Blackberry pulp, Bordeaux wine, grape leaves, and wild patchouli.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Les Sataniques de Ontvoering,"Mandrake root, broom straw, leather, cinnamon, fig, dark musk, and tonka.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Mors Syphilitica,Saffron oudh and red sandalwood.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia: The Devil's Lovers,Qui Aime Bien Chatie Bien,"Daffodil petals and lavender tulips, blonde woods, freesia, and a touch of pale honey.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Delight in Disorder,A sweet disorder in the dress: crimson musk and wild cherry.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,I Too Beneath Your Moon,"Vanilla cream, white patchouli, French lavender, bergamot, and apple.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Importune Me No More,"Red roses, red carnation, and grandiflorum jasmine grounded by regal amber and sweet, dark patchouli.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Luperci,"raw, down and dirty patchouli, Gurjam balsam, and essence of Sampson Root sweetened with the heightened sexuality of beeswax, virile juniper, oakmoss, ambrette seed over honey and East African musk.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Smut,"Three swarthy, smutty musks sweetened with sugar and woozy with dark booze notes.",Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Snake Skin,A sinuous leather variant of BPAL’s Snake Oil.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia 2017,Womb Furie,Snake Oil and three types of honey.,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia:  Single Notes,Latex,,Discontinued,,,,,,,,,
,Limited Edition,Lupercalia:  Single Notes,Riding Crop,,Discontinued,,,,,,,,,
,Limited Edition,BPAL 7 Word Story Contest,#BPAL7wordstory: Gluttony,"Sea splash of murky labdanum and gleaming olibanum, veiled in lavender, diaphanous osmanthus, gilded saffron, and honey incense",,,,,,,,,,
,Limited Edition,A Little Lunacy,Starstruck: Pisces 2017,"Red musk and brine, ships’ planks of thorny acacia, an indescribable abyssophelagic musk, soporific lavender, and a strange, sweet waft of benzoin.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Worm Moon," Pink and wriggling globs of grapefruit syrup clotted with congealed moss-green blood, rotting coffin wood spattered with soil, decomposing organic matter, and a gruesome burst of overripe blackberries.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,Accursed Casca,"The shattered, splintering gasp of betrayal: ambergris, verbena, neroli, and a glint of razor-sharp elemi.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,Blood-Bespattered Locks of Gray,"Ambergris and bay leaf, lemon peel and regal mandarin, white cedar and khus, grey oudh and star anise.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,Ill Omen,"Dark portents writhing in a cloud of incense and a tangle of entrails: blood, red musk, black frankincense, and wet ropes of gleaming labdanum.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,The Bones of Capys,"King mandarin, bronze tobacco, white sandalwood, and chamomile.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,The Setting Sun,"Darkness falling, shadows cast by prophesies unheeded: black oudh and amber.",Discontinued,,,,,,,,,
,Limited Edition,Idus Martiae,Three and Twenty,"smoky vetiver, myrrh, and labdanum with bleak agarwood and tobacco.",Discontinued,,,,,,,,,
,Event Exclusive,Century Guild - Kickstarter,Beautiful Macabre,"Ink-black patchouli, red and black musks, honey carnation, red currant, and oakmoss.",Discontinued,,,,,,,,,
,Event Exclusive,Century Guild - Kickstarter,Flowering Lines,"Apricot-tinted lilies, heady white climbing roses, sweet pea, and red carnation.",Discontinued,,,,,,,,,
,Event Exclusive,Century Guild - Kickstarter,Transcendent Luxury,"A lavish white amber chypre with lemon verbena, opulent white gardenia, tuberose, and tonka.",Discontinued,,,,,,,,,
,Limited Edition,Prank,Chattering Teeth,Electric cherry and iced vanilla.,Discontinued,,,,,,,,,
,Limited Edition,Prank,Joy Buzzer,Silvered honey zapped with fizzy champagne grape.,Discontinued,,,,,,,,,
,Limited Edition,Prank,Rubber Poop,Chocolate and caramel with flecks of cacao bean and toasted tonka.,Discontinued,,,,,,,,,
,Limited Edition,Prank,Snake Can,Fancy salted Snake Oil with a hint of mixed nuts.,Discontinued,,,,,,,,,
,Limited Edition,Prank,Squirting Boutonniere,Hot pink rose wet with cucumber and water lily.,Discontinued,,,,,,,,,
,Limited Edition,Prank,Whoopie Cushion,"Raspberry pulp with orange blossom, patchouli, and a pfffffft of red musk",Discontinued,,,,,,,,,
,Limited Edition,Prank,Lab Rat 2017,"The cumulative weight of hundreds of scents — a cacophony of mythology, fiction, folk magic, and other arcane influences, all clamoring for your attention at once",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Flower Moon,"A toxic interpretation: lily of the valley threaded with fly agaric spores, castor flower accord, hemlock bark, crushed belladonna berries, a cascade of wisteria, white oleander, and opium tar.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,SN: Sri Lankan Lime,,Discontinued,,,,,,,,,
,General Catalogue,American Gods (2017),America's New Gods,"Scorched wires, silicone, tar, chlorine, wax, rubber, and exhaust.",,,,,,,,,,
,General Catalogue,American Gods (2017),Becoming Thunder,"Skin musk and 20-year aged frankincense, a sprig of asphodel, a splash of soma, a lightning-streak of sharp ozone, and a stream of ambrosia.",,,,,,,,,,
,General Catalogue,American Gods (2017),Believe,"roots plunging ever deeper into thrumming black soil through the graves of faith, disillusion, and skepticism.", ,,,,,,,,,
,General Catalogue,American Gods (2017),Bilquis,"Honey, myrrh, lily of the valley, rose otto, fig leaf, almond, ambrette, red apple, and warm musk.",,,,,,,,,,
,General Catalogue,American Gods (2017),Black Hats,"Gunpowder residue, patent leather, pomade, and aftershave.",,,,,,,,,,
,General Catalogue,American Gods (2017),Cigarettes and Offerings,Cigarette smoke overlapping with the resonance of long-forgotten incenses.,,,,,,,,,,
,General Catalogue,American Gods (2017),Coin Trick,"Glittering gold and silver, rolling over knuckles – concealed in palms – and pulled from the sun, the moon, and the stars.",,,,,,,,,,
,General Catalogue,American Gods (2017),Eostre of the Dawn,"Jasmine and honeysuckle, sweet milk and female skin.",,,,,,,,,,
,General Catalogue,American Gods (2017),For the Joy of It,"Whiskey, mead, honey, gold, sweat, and blood.",,,,,,,,,,
,General Catalogue,American Gods (2017),Glass Eye,"The depths of Mímisbrunnr: mugwort and frankincense, grey amber and ash.",,,,,,,,,,
,General Catalogue,American Gods (2017),Laura,"Violets, upturned earth, mothballs, formaldehyde (mixed with glycerin and lanolin), and the memory of the taste of strawberry daiquiris suspended in twilight.",,,,,,,,,,
,General Catalogue,American Gods (2017),Low Key Lyesmith,Black clove and cassia flung onto glowing cinders and mingled with slow-dripping poisons.,,,,,,,,,,
,General Catalogue,American Gods (2017),Mad Sweeney,Barrel-aged whiskey and oak.,,,,,,,,,,
,General Catalogue,American Gods (2017),Mama-Ji,"Spices, cardamom, nutmeg, and flowers.",,,,,,,,,,
,General Catalogue,American Gods (2017),Media,"A news anchor’s cologne, a soap star’s perfume: perfect, pixelated, and glamorous; aglow with cathodes and anodes, coated with phosphor.",,,,,,,,,,
,General Catalogue,American Gods (2017),Mister Wednesday,"Sleek cologne, the memory of a Nine Herbs Charm, gallows wood, and a splash of whiskey.",,,,,,,,,,
,General Catalogue,American Gods (2017),Mr. Czernobog,"Unfiltered cigarettes, the leather and metal of sledgehammers, aortal blood slowly drying, and black incense.",,,,,,,,,,
,General Catalogue,American Gods (2017),Mr. Ibis,"Papyrus, vanilla flower, Egyptian musk, African musk, aloe ferox, white sandalwood.",,,,,,,,,,
,General Catalogue,American Gods (2017),Mr. Jacquel,"Golden amber, hyssop, North African patchouli, and embalming spices.",,,,,,,,,,
,General Catalogue,American Gods (2017),Search Engine,Dark metal and sour grapefruit creeping over a field of bones.,,,,,,,,,,
,General Catalogue,American Gods (2017),Shadow,Grey oudh and bay rum luminous with amber.,,,,,,,,,,
,General Catalogue,American Gods (2017),Take the Moon,"Silvered musk and lemon peel, white fir needle, frosted apple blossom, and mugwort.",,,,,,,,,,
,General Catalogue,American Gods (2017),Technical Boy,vape smoke and burning electrical parts.,,,,,,,,,,
,General Catalogue,American Gods (2017),The Best Lies,sugar-swept honey and rose.,,,,,,,,,,
,General Catalogue,American Gods (2017),The Buffalo Man,"Warm dark brown musk, woodsmoke, and deep pools of labdanum.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Ifrit,"Desert sand, red musk, blackened ginger, dragon’s blood resin, black pepper, cinnamon, and tobacco.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Jeweled Spider,"Cigarillo smoke, spatters of ice cream sundae, a supersized mug of coffee, a pile of fruit, and a little bit of curried goat.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Norns' Farmhouse,"Dusty, ancient wood, horehound, and sage, with viper’s bugloss, mugwort, chamomile, nettle, apple blossom, chervil, and ashes.",,,,,,,,,,
,General Catalogue,American Gods (2017),Zorya Polunochnaya,"Pale amber and ambergris, gossamer vanilla, moonflower, and white tobacco petals.",,,,,,,,,,
,General Catalogue,American Gods (2017),Zorya Utrennyaya,Sweet black coffee and a touch of ambrette seed.,,,,,,,,,,
,General Catalogue,American Gods (2017),Zorya Vechernyaya,"Red musk and wild plum, orange blossom and jasmine, juniper berries, sweet incense and vetiver-laced sandalwood.",,,,,,,,,,
,Event Exclusive,DragCon 2017,Comedy Queen,Orange blossom and honey cotton candy. ,Discontinued,,,,,,,,,
,Event Exclusive,DragCon 2017,Pageant Queen,"Sickeningly effervescent: electric tuberose, neroli, and lily of the valley bubbling with glittering aldehydes.",Discontinued,,,,,,,,,
,Event Exclusive,DragCon 2017,Goth Queen,"Clove smoke, opium poppy, blackened patchouli, and a dribble of sugared absinthe. ",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Strawberry Moon (2017),"Wild strawberries, strawberry flower, vanilla-infused sugar, early summer grasses, purple coneflower, white sage, and milky dandelion sap.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Single Note: Lemongrass,,Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Antique Lace (2017),"A soft, wistful blend of dry flowers, aged linens, and the faint breath of long-faded perfumes.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,A Song: When June is Past and Fading Rose,"Amber-gilded summer roses fading; sandalwood dust, cassia and sweet myrrh, and threads of lavender.",Discontinued,,,,,,,,,
,Limited Edition,Event Exclusive,Squamous Tussie-Mussie,"A regional variation of the traditional prom corsage: black rose, purple carnation and belladonna with a spray of baby’s breath, dusted with frankincense, opoponax, and crushed yew seeds.",Discontinued,,,,,,,,,
,Activism,"I Know Words, I Have the Best Words",Covfefe,"This perfume makes no fucking sense: orange marshmallow cream, bitter lemon, black pepper, orange carnation, and gin.",,,,,,,,,,
,Limited Edition,A Little Lunacy,Buck Moon,"an amplification of one’s natural musk coupled with forest herbs, pine pitch, deer fur, a hint of clear, warm evening air and a crystalline spark of lunar oil.",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Single Note: Sweet Orange,,Discontinued,,,,,,,,,
,Limited Edition,Event Exclusive,June Gloom:  Dandelions & Concrete,"Sun-yellow petals thrusting through asphalt, a lilting touch of white musk, crisp juniper, blackcurrant bud, and ambrette seed.",Discontinued,,,,,,,,,
,Activism,Activism,Lordy,"Reminiscent of a classic 1950’s men’s cologne with a shuffle of paper, a briefcase-snap of black leather, and yesterday’s cold coffee.",,,,,,,,,,
,Retail Exclusive,Dark Delicacies,Solstice Lace,"Bonfire smoke staining vanilla cream lace, a touch of cognac, sweet tobacco, St. John’s Wort, and apple wine, with the sun’s bright amber and copal setting the horizon aflame.",,,,,,,,,,
,General Catalogue,American Gods (2017),All-Father,"Oak leaves and ash, honey mead, wolf musk, a flutter of black feathers, and bronze fennel",,,,,,,,,,
,General Catalogue,American Gods (2017),Alviss,"Thick, tangled, and strong: ash and oak, elm and pine, reaching down, down, and deeper down into earth.",,,,,,,,,,
,General Catalogue,American Gods (2017),Bast,"A desert wind alight with myrrh and golden amber, cardamom and honey, bourbon vanilla and cacao.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Blood Must Flow," ash, oak, and elm; vetiver, dragon’s blood resin, and cypress; frankincense, copal, and chamomile.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Carousel,"glowing amber and heady cinnamon, the green of growing things and the white of thunderclaps, sweet myrrh and sacred styrax, forest moss and blood-soaked battlefields, papyrus and clay, rose petals, wildflowers, abbatoirs, and honey.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Center,"Peeling paint, faded wallpaper and threadbare carpets, flickering neon, candlewax, and a fading whiff of Jack Daniels.",,,,,,,,,,
,General Catalogue,American Gods (2017),Chad,The scent of a steaming mug of hot chocolate.,,,,,,,,,,
,General Catalogue,American Gods (2017),Dead Words on a Dead Fequency,Tinny eucalyptus and elemi against a flat black backdrop of opoponax.,,,,,,,,,,
,General Catalogue,American Gods (2017),"The Drink of Heroes, The Drink of teh Gods",Nine glory-twigs dipped in golden mead.,,,,,,,,,,
,General Catalogue,American Gods (2017),The Drunkard's Dream,"Red currant and labdanum with opoponax, vetiver, grave moss, white sandalwood, and khus.",,,,,,,,,,
,General Catalogue,American Gods (2017),Eat the Stawberries,"Strawberries, fresh-picked.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Forgettable God,"A faint impression of scent, a memory slipping like water through a sieve",,,,,,,,,,
,General Catalogue,American Gods (2017),"Fuck You, Said the Raven","Glossy black, rough, and gravelly: violet-gilded opoponax, black patchouli, myrrh, and oak leaf.",,,,,,,,,,
,General Catalogue,American Gods (2017),God's Own Country,"Circuit boards, cathode rays, and exhaust ramming against frankincense, myrrh, soil, and blood.",,,,,,,,,,
,General Catalogue,American Gods (2017),Hinzelmann,"black pine pitch and gouts of blood, darkness and bonfires that cast long shadows.",,,,,,,,,,
,General Catalogue,American Gods (2017),The Intangibles,"chaotic synthetic notes, bubbling aldehydes, and the electric green of market euphoria.",,,,,,,,,,
,General Catalogue,American Gods (2017),Mithras,"Oblations of milk, oil, honey, and blood",,,,,,,,,,
,General Catalogue,American Gods (2017),"Murder for Murder, Blood for Blood","Black oudh, patchouli, opoponax, black pepper, and blackened cacao",,,,,,,,,,
,General Catalogue,American Gods (2017),Only a Sip,"Orange peel, rosemary oil, peppermint, and cloves.",,,,,,,,,,
,General Catalogue,American Gods (2017),Roadside Attractions,"Plaster, paint, glass, and plastic surrounding a thrumming core of sacred frankincense.",,,,,,,,,,
,General Catalogue,American Gods (2017),Sam,"Nag champa incense, patchouli, and freshly-soaped skin",,,,,,,,,,
,General Catalogue,American Gods (2017),The Silver Dollar,"Gilded iris and Siamese benzoin, silvery-white musk, white tea leaf, and bergamot",,,,,,,,,,
,General Catalogue,American Gods (2017),The Small Brown Cat,"Warm brown fur, cardamom-infused bourbon vanilla, and a touch of cedarwood",,,,,,,,,,
,General Catalogue,American Gods (2017),The Sun's Treasure,"Radiant amber and orange blossom, golden oudh, and saffron-threaded honey",,,,,,,,,,
,General Catalogue,American Gods (2017),These Shabby Days,"Memories of myrrh and gold, and the dying smoke of a snuffed cigarillo",,,,,,,,,,
,General Catalogue,American Gods (2017),We Cared About Such Different Things,"iron and amber, gold-limned white musk and ink-gloomed dark musk.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Stormclouds Over the Midway,"Thunder-charged ozone, plum-colored incense smoke, opium tar, and wormwood.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Urchins,"Dust and dead, dry flowers, ice-cold skin, the swish of a metal blade, and a memory of honey.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Nibble Nibble Gnaw,,,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Knucklebones,"Black musk, bay rum, lime fougere, orange blossom water, gin, and tobacco.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,L'Heure Verte,"Spilled absinthe, scorched sugar cubes, opium smoke, lilac blossoms, and rose water.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Blockhead,"Rusted metal, leather, and a pop of pink bubblegum.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,"Solanine, the Flower Girl",,,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Chapel,"Black incense, bitter wine, brimstone, bile, and blood.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,The Grindhouse,"Florentine iris, red musk, mimosa, magnolia, Damascus rose, clove, and vanilla bean.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Behind the Veils,"Heady red musk, myrrh and honey, drops of cinnamon and crushed cardamom pod, the taste of opium-laced black wine, sweet oudh, and threads of saffron.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Aeronwen,"Fig, dark myrrh, amber, redwood, nutmeg, tarragon, black musk, and sweet orange.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Agrat-Bat-Mahlaht,"Amber, cream accord, white honey, apple blossom, skin musk, caramel, and teak.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Alisz,"Spun sugar, frankincense, white rose, mallow root, red currant, and vanilla mint.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Ashlultum,"Babylonian musk, vanilla tea, tonka, tobacco, coconut, hyssop, and lilac",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Brangwy,"Blackcurrant and cardamom with peru balsam, patchouli, leather, and oudh.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Blóðughadda,"Crushed Baltic amber, golden fig, oud wood, red patchouli, white clove, and saffron.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Clemence,"Patchouli, Kashmiri tea, cardamom, black pepper, carnation, and clove.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Cytherea,"White sandalwood, patchouli, white amber, orris, bourbon vanilla, champaca flower, and kush.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Dionysia,"Wild plum, pomegranate, raspberry, Siamese benzoin, plum blossom, patchouli, frankincense, and mahogany.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Daiyu,"Moroccan jasmine, chrysanthemum, tea leaf, white musk, and acai berry.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Eisheth Zenunim,"Honey, ambergris, neroli, white peach, patchouli, and cocoa absolute.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Gwyneth,"Rose otto, tonka, orchid, Calla lily, skin musk, coconut, and Spanish sage.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Harper,"Pale bergamot, labdanum, white incense, vanilla-tinged musk, Burmese oudh and tea rose.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Inez,"Golden amber, vanilla musk, myrrh, cedar, carnation, and red sandalwood.",,,,,,,,,,
,General Catalogue,Carnaval Diabolique Act IV: The Interlude,Jaali,"Sweet Indonesian patchouli, red benzoin, champaca attar, French lavender, coconut husk, bay leaf, tobacco absolute, lime, and honey.",,,,,,,,,,
